   GoodVibes v3.0.1 2023/07/27 10:08:16
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: --csv --output am1_endo_dist_gs 

   Temperature = 298.15 Kelvin   Pressure = 1 atm
   All energetic values below shown in Hartree unless otherwise specified.
   Using vibrational scale factor 1.0 for AM1/ZDO level of theory

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E,ZPE,H,T.S,T.qh-S,G(T),qh-G(T),
o  ts_endo_1072_reactant_1,0.024405,0.127832,0.159759,0.038308,0.037982,0.121452,0.121778,
o  ts_endo_1072_reactant_2,0.080775,0.135978,0.223991,0.037432,0.037438,0.186559,0.186553,
o  ts_endo_1073_reactant_1,0.135621,0.094463,0.236578,0.035989,0.035932,0.200588,0.200646,
o  ts_endo_1073_reactant_2,0.081297,0.135980,0.224503,0.037407,0.037413,0.187096,0.187090,
o  ts_endo_1074_reactant_1,0.075481,0.085505,0.166953,0.034988,0.034989,0.131965,0.131965,
o  ts_endo_1074_reactant_2,0.080882,0.135985,0.224101,0.037423,0.037429,0.186678,0.186672,
o  ts_endo_1075_reactant_1,0.094213,0.084832,0.185251,0.036429,0.036412,0.148822,0.148839,
o  ts_endo_1075_reactant_2,0.081581,0.135971,0.224781,0.037413,0.037419,0.187368,0.187362,
o  ts_endo_1076_reactant_1,0.012724,0.087259,0.105600,0.033647,0.033652,0.071953,0.071949,
o  ts_endo_1076_reactant_2,0.080195,0.135996,0.223428,0.037433,0.037439,0.185995,0.185989,
o  ts_endo_1077_reactant_1,0.025240,0.098261,0.129989,0.036968,0.035800,0.093021,0.094189,
o  ts_endo_1077_reactant_2,0.031946,0.079155,0.116152,0.030203,0.030197,0.085949,0.085954,
o  ts_endo_1078_reactant_1,-0.023467,0.103543,0.087442,0.038328,0.037858,0.049114,0.049584,
o  ts_endo_1078_reactant_2,0.028984,0.079230,0.113264,0.030210,0.030202,0.083054,0.083062,
o  ts_endo_1079_reactant_1,0.094398,0.070656,0.171208,0.035318,0.035305,0.135890,0.135903,
o  ts_endo_1079_reactant_2,0.031661,0.079166,0.115869,0.030183,0.030179,0.085686,0.085690,
o  ts_endo_1080_reactant_1,0.033478,0.061547,0.100696,0.034459,0.034462,0.066237,0.066234,
o  ts_endo_1080_reactant_2,0.030817,0.079190,0.115053,0.030193,0.030188,0.084860,0.084865,
o  ts_endo_1081_reactant_1,0.053018,0.060927,0.119834,0.035833,0.035833,0.084001,0.084002,
o  ts_endo_1081_reactant_2,0.031712,0.079169,0.115926,0.030185,0.030181,0.085740,0.085745,
o  ts_endo_1082_reactant_1,-0.038114,0.063173,0.030449,0.033240,0.033244,-0.002791,-0.002795,
o  ts_endo_1082_reactant_2,0.029666,0.079217,0.113931,0.030200,0.030194,0.083731,0.083737,
o  ts_endo_1083_reactant_1,0.023141,0.098316,0.127931,0.036689,0.035659,0.091243,0.092273,
o  ts_endo_1083_reactant_2,-0.016215,0.084625,0.074321,0.033125,0.033102,0.041196,0.041220,
o  ts_endo_1084_reactant_1,-0.025122,0.103580,0.085821,0.038332,0.037856,0.047489,0.047965,
o  ts_endo_1084_reactant_2,-0.019441,0.084701,0.071177,0.033152,0.033125,0.038024,0.038051,
o  ts_endo_1085_reactant_1,0.092568,0.070693,0.169411,0.035307,0.035294,0.134104,0.134117,
o  ts_endo_1085_reactant_2,-0.016468,0.084641,0.074067,0.033080,0.033060,0.040987,0.041007,
o  ts_endo_1086_reactant_1,0.031570,0.061589,0.098826,0.034450,0.034453,0.064376,0.064373,
o  ts_endo_1086_reactant_2,-0.017415,0.084658,0.073150,0.033119,0.033095,0.040032,0.040055,
o  ts_endo_1087_reactant_1,0.051159,0.060965,0.118009,0.035823,0.035823,0.082186,0.082186,
o  ts_endo_1087_reactant_2,-0.016328,0.084635,0.074208,0.033096,0.033075,0.041112,0.041133,
o  ts_endo_1088_reactant_1,-0.039949,0.063213,0.028650,0.033236,0.033240,-0.004586,-0.004590,
o  ts_endo_1088_reactant_2,-0.018746,0.084688,0.071854,0.033136,0.033111,0.038718,0.038743,
o  ts_endo_1089_reactant_1,0.024236,0.098253,0.128067,0.033538,0.033542,0.094530,0.094525,
o  ts_endo_1089_reactant_2,0.042646,0.068465,0.116047,0.029864,0.029865,0.086183,0.086181,
o  ts_endo_1090_reactant_1,-0.025685,0.103596,0.085273,0.038338,0.037841,0.046935,0.047432,
o  ts_endo_1090_reactant_2,0.037113,0.068583,0.110572,0.029649,0.029652,0.080924,0.080920,
o  ts_endo_1091_reactant_1,0.093216,0.070666,0.170043,0.035323,0.035311,0.134720,0.134732,
o  ts_endo_1091_reactant_2,0.041191,0.068461,0.114538,0.029684,0.029687,0.084854,0.084851,
o  ts_endo_1092_reactant_1,0.032514,0.061547,0.099739,0.034465,0.034469,0.065274,0.065270,
o  ts_endo_1092_reactant_2,0.040448,0.068509,0.113844,0.029697,0.029701,0.084147,0.084144,
o  ts_endo_1093_reactant_1,0.052751,0.060922,0.119572,0.035853,0.035852,0.083720,0.083720,
o  ts_endo_1093_reactant_2,0.042410,0.068473,0.115790,0.029774,0.029777,0.086016,0.086013,
o  ts_endo_1094_reactant_1,-0.039937,0.063218,0.028666,0.033225,0.033230,-0.004559,-0.004564,
o  ts_endo_1094_reactant_2,0.038597,0.068446,0.111952,0.029695,0.029699,0.082257,0.082254,
o  ts_endo_1095_reactant_1,0.024317,0.098323,0.129091,0.036268,0.035456,0.092823,0.093635,
o  ts_endo_1095_reactant_2,0.032789,0.042002,0.079231,0.029907,0.029908,0.049324,0.049323,
o  ts_endo_1096_reactant_1,-0.024296,0.103560,0.086623,0.038304,0.037843,0.048319,0.048780,
o  ts_endo_1096_reactant_2,0.029437,0.042100,0.075966,0.029884,0.029886,0.046081,0.046080,
o  ts_endo_1097_reactant_1,0.093777,0.070663,0.170597,0.035327,0.035312,0.135270,0.135284,
o  ts_endo_1097_reactant_2,0.032630,0.042012,0.079076,0.029898,0.029899,0.049178,0.049177,
o  ts_endo_1098_reactant_1,0.032837,0.061559,0.100068,0.034463,0.034467,0.065604,0.065601,
