   GoodVibes v3.0.1 2023/07/31 16:45:18
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: --csv --output am1_exo_gs 

   Temperature = 298.15 Kelvin   Pressure = 1 atm
   All energetic values below shown in Hartree unless otherwise specified.
   Using vibrational scale factor 1.0 for AM1/ZDO level of theory

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E,ZPE,H,T.S,T.qh-S,G(T),qh-G(T),
o  gs_di_1130,-0.004761,0.076646,0.077532,0.033624,0.033629,0.043908,0.043903,
o  gs_di_1131,0.050190,0.112042,0.168864,0.035935,0.035522,0.132929,0.133342,
o  gs_di_1132,0.007211,0.117087,0.131930,0.038970,0.038296,0.092960,0.093635,
o  gs_di_1133,0.113686,0.084197,0.204278,0.035624,0.035622,0.168654,0.168656,
o  gs_di_1134,0.051106,0.075202,0.132205,0.034742,0.034748,0.097463,0.097457,
o  gs_di_1135,0.067848,0.074572,0.148530,0.036081,0.036087,0.112449,0.112443,
o  gs_di_1136,-0.004761,0.076646,0.077532,0.033624,0.033629,0.043908,0.043903,
o  gs_di_1137,0.047563,0.085933,0.139243,0.032690,0.032444,0.106552,0.106798,
o  gs_di_1138,0.047563,0.085933,0.139243,0.032690,0.032444,0.106552,0.106798,
o  gs_di_1139,0.047563,0.085933,0.139243,0.032690,0.032444,0.106552,0.106798,
o  gs_di_1140,0.047563,0.085933,0.139243,0.032690,0.032444,0.106552,0.106798,
o  gs_di_1141,0.047563,0.085933,0.139243,0.032690,0.032444,0.106552,0.106798,
o  gs_di_1142,0.047563,0.085933,0.139243,0.032690,0.032444,0.106552,0.106798,
o  gs_di_1143,0.031411,0.114312,0.153044,0.037057,0.036588,0.115987,0.116456,
o  gs_di_1144,0.031411,0.114312,0.153044,0.037057,0.036588,0.115987,0.116456,
o  gs_di_1145,0.031411,0.114312,0.153044,0.037057,0.036588,0.115987,0.116456,
o  gs_di_1146,0.031411,0.114312,0.153044,0.037057,0.036588,0.115987,0.116456,
o  gs_di_1147,0.031411,0.114312,0.153044,0.037057,0.036588,0.115987,0.116456,
o  gs_di_1148,0.031411,0.114312,0.153044,0.037057,0.036588,0.115987,0.116456,
o  gs_di_1149,-0.023404,0.120320,0.104935,0.039049,0.038751,0.065886,0.066185,
o  gs_di_1150,-0.023404,0.120320,0.104935,0.039049,0.038751,0.065886,0.066185,
o  gs_di_1151,-0.023404,0.120320,0.104935,0.039049,0.038751,0.065886,0.066185,
o  gs_di_1152,-0.023404,0.120320,0.104935,0.039049,0.038751,0.065886,0.066185,
o  gs_di_1153,-0.023404,0.120320,0.104935,0.039049,0.038751,0.065886,0.066185,
o  gs_di_1154,-0.023404,0.120320,0.104935,0.039049,0.038751,0.065886,0.066185,
o  gs_di_1155,0.092590,0.086365,0.186097,0.037045,0.036797,0.149052,0.149300,
o  gs_di_1156,0.092590,0.086365,0.186097,0.037045,0.036797,0.149052,0.149300,
o  gs_di_1157,0.092590,0.086365,0.186097,0.037045,0.036797,0.149052,0.149300,
o  gs_di_1158,0.092590,0.086365,0.186097,0.037045,0.036797,0.149052,0.149300,
o  gs_di_1159,0.092590,0.086365,0.186097,0.037045,0.036797,0.149052,0.149300,
o  gs_di_1160,0.092590,0.086365,0.186097,0.037045,0.036797,0.149052,0.149300,
o  gs_di_1161,0.030846,0.077280,0.114780,0.036212,0.035976,0.078568,0.078804,
o  gs_di_1162,0.030846,0.077280,0.114780,0.036212,0.035976,0.078568,0.078804,
o  gs_di_1163,0.030846,0.077280,0.114780,0.036212,0.035976,0.078568,0.078804,
o  gs_di_1164,0.030846,0.077280,0.114780,0.036212,0.035976,0.078568,0.078804,
o  gs_di_1165,0.030846,0.077280,0.114780,0.036212,0.035976,0.078568,0.078804,
o  gs_di_1166,0.030846,0.077280,0.114780,0.036212,0.035976,0.078568,0.078804,
o  gs_di_1167,0.050114,0.076534,0.133507,0.037606,0.037338,0.095901,0.096169,
o  gs_di_1168,0.050114,0.076534,0.133507,0.037606,0.037338,0.095901,0.096169,
