   GoodVibes v3.0.1 2023/07/27 10:06:11
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: --csv --output am1_non_ts 

   Temperature = 298.15 Kelvin   Pressure = 1 atm
   All energetic values below shown in Hartree unless otherwise specified.
   Using vibrational scale factor 1.0 for AM1/ZDO level of theory

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E,ZPE,H,T.S,T.qh-S,G(T),qh-G(T),
o  ts_1747,0.103602,0.180513,0.296350,0.049841,0.048749,0.246509,0.247601,
o  ts_1748,0.216215,0.147445,0.374762,0.047142,0.046470,0.327620,0.328292,
o  ts_1749,0.151568,0.138521,0.300651,0.046121,0.045515,0.254529,0.255136,
o  ts_1750,0.171132,0.137838,0.319802,0.047502,0.046805,0.272300,0.272997,
o  ts_1751,0.092066,0.140115,0.242401,0.044934,0.044378,0.197467,0.198023,
o  ts_1752,0.199681,0.160234,0.369568,0.042532,0.042425,0.327036,0.327143,
o  ts_1753,0.151193,0.165120,0.327074,0.045633,0.045129,0.281441,0.281944,
o  ts_1754,0.264228,0.132044,0.405894,0.042931,0.042823,0.362963,0.363071,
o  ts_1755,0.199539,0.123096,0.331724,0.041939,0.041874,0.289786,0.289850,
o  ts_1756,0.219354,0.122423,0.351129,0.043301,0.043203,0.307828,0.307926,
o  ts_1757,0.139909,0.124702,0.273363,0.040771,0.040726,0.232593,0.232637,
o  ts_1758,0.194683,0.133845,0.337904,0.042985,0.042739,0.294919,0.295165,
o  ts_1759,0.146203,0.138902,0.295509,0.045792,0.045169,0.249717,0.250340,
o  ts_1760,0.260031,0.105784,0.375117,0.043218,0.042985,0.331899,0.332132,
o  ts_1761,0.194836,0.096842,0.300435,0.042175,0.042008,0.258261,0.258427,
o  ts_1762,0.214601,0.096126,0.319772,0.043621,0.043350,0.276151,0.276422,
o  ts_1763,0.135327,0.098461,0.242191,0.040954,0.040843,0.201237,0.201348,
